DCSIMSEP results after having increase the line capacity on 10 critical lines
8, 38, 90, 113, 248, 617, 696, 771, 817, 1893, 
Starting point is the SCOPF case for 100 percent load.

0,1.0,1
0,1.0,3
1,1456.6355,48
1,1484.8994,9
1,1537.7148,11
1,1543.2574,40
1,1543.3244,41
1,1556.8630,39
1,1558.9287,731
1,1579.3218,657
1,1595.9236,56
1,1606.6014,15
1,1611.5008,57
1,1613.1205,54
1,1615.9111,55
1,1706.8851,24
1,1707.4305,680
1,1731.4387,68
1,1737.1459,29
1,1741.9093,45
1,1743.5262,688
1,1745.6298,614
1,1746.8628,655
1,1748.5786,543
1,1751.4339,663
1,1751.6894,2303
1,1751.8179,2030
1,1752.1517,448
1,1758.9586,17
1,1758.9816,2733
1,1759.9654,52
1,1762.0907,62
1,1762.2475,2644
1,1762.3469,42
1,1767.5746,600
1,1771.1556,2815
1,1773.1161,2294
1,1780.1168,2219
1,1782.2825,532
1,1782.7699,2828
1,1785.7770,583
1,1805.6719,169
-1,1905.6719,-1
0,1.0,1
0,1.0,4
1,1456.6355,48
1,1484.8994,9
1,1537.7148,11
1,1543.2574,40
1,1543.3244,41
1,1556.8630,39
1,1558.9287,731
1,1579.3218,657
1,1595.9236,56
1,1606.6014,15
1,1611.5008,57
1,1613.1205,54
1,1615.9111,55
1,1706.8851,24
1,1707.4305,680
1,1731.4387,68
1,1737.1459,29
1,1741.9093,45
1,1743.5262,688
1,1745.6298,614
1,1746.8628,655
1,1748.5786,543
1,1751.4339,663
1,1751.6894,2303
1,1751.8179,2030
1,1752.1517,448
1,1758.9586,17
1,1758.9816,2733
1,1759.9654,52
1,1762.0907,62
1,1762.2475,2644
1,1762.3469,42
1,1767.5746,600
1,1771.1556,2815
1,1773.1161,2294
1,1780.1168,2219
1,1782.2825,532
1,1782.7699,2828
1,1785.7770,583
1,1805.6719,169
-1,1905.6719,-1
0,1.0,1
0,1.0,38
1,121.1330,48
1,161.8402,3
1,161.8402,4
1,172.7256,37
1,181.9616,11
1,188.3004,731
1,189.3224,56
1,195.7788,57
1,220.4825,657
1,414.8292,15
1,468.2554,793
1,470.1175,680
1,490.6639,29
1,497.7361,688
1,498.8511,45
1,502.3940,578
1,506.5913,453
1,507.5372,2733
1,510.4184,2644
1,510.9811,655
1,512.8819,52
1,517.5825,600
1,517.8207,24
1,517.9798,2815
1,518.2228,2294
1,519.2504,532
1,519.8057,583
1,520.3753,2219
1,520.5556,35
1,520.8851,740
1,522.3861,554
1,522.4978,444
1,522.8936,428
1,522.9865,666
1,523.4216,2488
1,523.6063,614
1,523.6537,169
1,523.8937,36
1,523.9266,601
1,524.3753,2338
1,524.4413,2325
1,524.8420,2797
1,525.0067,337
1,525.0842,2429
1,525.3960,347
1,525.5769,2063
1,525.6191,168
1,526.4131,609
1,528.2843,663
1,573.3265,433
1,576.2871,186
1,590.1800,462
1,600.1838,1411
1,600.7389,1833
1,604.8219,184
1,643.8512,776
1,647.8720,55
1,662.0911,224
1,669.2507,148
1,678.8395,237
1,680.0844,54
1,683.9025,236
1,689.5111,233
1,695.1246,240
1,700.4908,172
1,701.5545,500
1,702.8597,115
1,703.9203,225
1,705.6537,952
1,706.2855,1065
1,708.1744,1019
1,708.5036,215
1,709.7913,839
1,709.7954,85
1,709.9602,922
1,710.0625,821
1,710.1074,227
1,710.8305,897
1,711.8369,134
1,712.4161,75
1,712.4161,76
1,712.5261,1039
1,712.5824,1032
1,713.4051,133
1,713.9216,1024
1,713.9866,894
1,714.0439,73
1,714.0583,1056
1,714.2641,441
1,714.3153,1633
1,714.4143,1027
1,714.4275,1009
1,715.1849,98
1,719.2751,93
1,722.1439,1031
1,723.6548,939
1,723.9594,816
1,727.6280,104
1,727.7225,74
1,727.7883,1058
1,727.9103,1069
1,728.0845,72
1,728.2786,736
1,747.2504,417
1,963.1296,777
-1,1063.1296,-1
0,1.0,1
0,1.0,48
1,347.7561,9
1,496.6653,3
1,496.6653,4
1,545.8389,11
1,552.1787,40
1,552.2227,41
1,565.7714,39
1,567.8318,731
1,588.2277,657
1,604.8319,56
1,615.5071,15
1,620.4090,57
1,622.0288,54
1,624.8194,55
1,715.7826,24
1,716.3272,680
1,740.3395,68
1,746.0421,29
1,750.8060,45
1,752.4229,688
1,754.5264,614
1,755.7598,655
1,757.4753,543
1,760.3307,663
1,760.5868,2303
1,760.7156,2030
1,761.0486,448
1,767.8557,17
1,767.8780,2733
1,768.8622,52
1,770.9879,62
1,771.1442,2644
1,771.2440,42
1,776.4701,600
1,780.0510,2815
1,782.0115,2294
1,789.0120,2219
1,791.1759,532
1,791.6646,2828
1,794.6702,583
1,814.5666,169
1,816.8731,35
1,819.0193,479
1,820.6726,347
1,820.7630,601
1,821.0672,666
1,821.1350,168
1,994.5140,1833
1,1044.9967,462
1,1101.4143,186
1,1116.9829,184
1,1118.1255,1411
1,1146.8116,776
1,1234.9538,224
1,1368.1729,237
1,1389.4089,148
1,1408.7327,215
1,1417.2117,176
1,1427.4308,210
1,1431.9573,206
1,1435.7857,192
1,1439.3525,212
1,1442.6586,1551
1,1444.2141,1354
1,1445.6527,1659
1,1451.1672,248
1,1451.5132,1962
-1,1551.5132,-1
0,1.0,2
0,1.0,3
1,1456.6355,48
1,1484.8994,9
1,1537.7148,11
1,1543.2574,40
1,1543.3244,41
1,1556.8630,39
1,1558.9287,731
1,1579.3218,657
1,1595.9236,56
1,1606.6014,15
1,1611.5008,57
1,1613.1205,54
1,1615.9111,55
1,1706.8851,24
1,1707.4305,680
1,1731.4387,68
1,1737.1459,29
1,1741.9093,45
1,1743.5262,688
1,1745.6298,614
1,1746.8628,655
1,1748.5786,543
1,1751.4339,663
1,1751.6894,2303
1,1751.8179,2030
1,1752.1517,448
1,1758.9586,17
1,1758.9816,2733
1,1759.9654,52
1,1762.0907,62
1,1762.2475,2644
1,1762.3469,42
1,1767.5746,600
1,1771.1556,2815
1,1773.1161,2294
1,1780.1168,2219
1,1782.2825,532
1,1782.7699,2828
1,1785.7770,583
1,1805.6719,169
-1,1905.6719,-1
0,1.0,2
0,1.0,4
1,1456.6355,48
1,1484.8994,9
1,1537.7148,11
1,1543.2574,40
1,1543.3244,41
1,1556.8630,39
1,1558.9287,731
1,1579.3218,657
1,1595.9236,56
1,1606.6014,15
1,1611.5008,57
1,1613.1205,54
1,1615.9111,55
1,1706.8851,24
1,1707.4305,680
1,1731.4387,68
1,1737.1459,29
1,1741.9093,45
1,1743.5262,688
1,1745.6298,614
1,1746.8628,655
1,1748.5786,543
1,1751.4339,663
1,1751.6894,2303
1,1751.8179,2030
1,1752.1517,448
1,1758.9586,17
1,1758.9816,2733
1,1759.9654,52
1,1762.0907,62
1,1762.2475,2644
1,1762.3469,42
1,1767.5746,600
1,1771.1556,2815
1,1773.1161,2294
1,1780.1168,2219
1,1782.2825,532
1,1782.7699,2828
1,1785.7770,583
1,1805.6719,169
-1,1905.6719,-1
0,1.0,2
0,1.0,38
1,121.1330,48
1,161.8402,3
1,161.8402,4
1,172.7256,37
1,181.9616,11
1,188.3004,731
1,189.3224,56
1,195.7788,57
1,220.4825,657
1,414.8292,15
1,468.2554,793
1,470.1175,680
1,490.6639,29
1,497.7361,688
1,498.8511,45
1,502.3940,578
1,506.5913,453
1,507.5372,2733
1,510.4184,2644
1,510.9811,655
1,512.8819,52
1,517.5825,600
1,517.8207,24
1,517.9798,2815
1,518.2228,2294
1,519.2504,532
1,519.8057,583
1,520.3753,2219
1,520.5556,35
1,520.8851,740
1,522.3861,554
1,522.4978,444
1,522.8936,428
1,522.9865,666
1,523.4216,2488
1,523.6063,614
1,523.6537,169
1,523.8937,36
1,523.9266,601
1,524.3753,2338
1,524.4413,2325
1,524.8420,2797
1,525.0067,337
1,525.0842,2429
1,525.3960,347
1,525.5769,2063
1,525.6191,168
1,526.4131,609
1,528.2843,663
1,573.3265,433
1,576.2871,186
1,590.1800,462
1,600.1838,1411
1,600.7389,1833
1,604.8219,184
1,643.8512,776
1,647.8720,55
1,662.0911,224
1,669.2507,148
1,678.8395,237
1,680.0844,54
1,683.9025,236
1,689.5111,233
1,695.1246,240
1,700.4908,172
1,701.5545,500
1,702.8597,115
1,703.9203,225
1,705.6537,952
1,706.2855,1065
1,708.1744,1019
1,708.5036,215
1,709.7913,839
1,709.7954,85
1,709.9602,922
1,710.0625,821
